0.876510,1.174672,0.000000

2.535103,1.518373,1.000000

1.543781,2.023571,0.000000

3.333366,1.398531,1.000000

0.712795,0.968306,0.000000

1.398919,0.450772,1.000000

2.027994,0.950860,1.000000

0.763943,1.910685,0.000000

1.845688,0.934128,1.000000

2.289335,0.468926,1.000000

1.917410,1.172218,1.000000

1.921118,2.180948,0.000000

1.516279,0.438694,1.000000

0.369965,1.087144,0.000000

1.015001,0.840949,1.000000

0.966097,0.281508,1.000000

1.022384,2.155576,0.000000

2.719271,0.454947,1.000000

4.432555,0.522105,1.000000

4.730518,2.280491,1.000000

4.166786,1.321744,1.000000

3.500659,1.763734,1.000000

1.679882,3.750907,0.000000

1.192083,3.524711,0.000000

2.071393,2.095360,0.000000

3.573135,1.826104,1.000000

2.936514,3.767971,0.000000

4.692805,3.521006,1.000000

3.809220,4.143798,0.000000

2.698028,3.220119,0.000000

3.707065,1.669202,1.000000

3.323962,2.686182,1.000000

3.900295,4.633270,0.000000

3.299834,4.499014,0.000000

2.813893,4.175406,0.000000

4.675040,2.287650,1.000000

1.876118,1.249653,1.000000

1.897726,1.492225,1.000000

1.898835,3.505744,0.000000

3.017931,4.866760,0.000000

4.961193,4.469805,1.000000

2.292914,3.854422,0.000000

3.126684,2.086694,1.000000

2.271750,2.464913,0.000000

2.510960,2.139316,1.000000

3.114104,1.202010,1.000000

1.262985,2.507255,0.000000

2.035627,4.693715,0.000000

2.915520,4.938276,0.000000

3.998837,5.109282,0.000000

5.405859,2.995856,1.000000

4.109086,4.072523,1.000000

6.703504,6.356859,1.000000

6.573402,8.850918,0.000000

6.540862,8.052005,0.000000

5.728808,3.741944,1.000000

3.869256,5.633596,0.000000

7.234862,3.372306,1.000000

5.196096,2.381197,1.000000

4.825939,2.957392,1.000000

4.825146,4.942115,0.000000

5.702667,4.691613,1.000000

5.259731,5.853295,0.000000

5.707620,4.326895,1.000000

4.260229,6.672509,0.000000

6.566116,5.255437,1.000000

4.447218,6.636433,0.000000

6.864562,3.629609,1.000000

5.844118,4.862860,1.000000

4.956065,7.252516,0.000000

4.797979,5.255005,0.000000

6.771296,3.721876,1.000000

6.222478,5.020837,1.000000

2.532273,9.457302,0.000000

3.165042,7.674875,0.000000

4.002280,5.286686,0.000000

4.358055,4.024085,1.000000

1.147270,3.490273,0.000000

1.662929,4.469460,0.000000

1.009249,5.186773,0.000000

1.510084,2.715026,0.000000

1.616212,2.931646,0.000000

3.034070,0.624262,1.000000

2.993550,0.444768,1.000000

3.107936,0.512571,1.000000

4.655039,0.487934,1.000000

5.475728,1.655942,1.000000

4.957367,2.960160,1.000000

6.556545,4.865971,1.000000

6.351141,7.970432,0.000000

5.822499,7.567580,0.000000

4.927887,4.994672,0.000000

5.292439,2.555679,1.000000

2.894926,2.104842,1.000000

2.719034,2.959080,0.000000

3.910866,1.271778,1.000000

3.290326,1.588594,1.000000

1.983839,1.981962,1.000000

1.538586,3.784676,0.000000

1.349775,2.189638,0.000000

2.404821,1.585112,1.000000

1.902484,3.250127,0.000000

3.410164,3.271792,1.000000

3.413279,2.122895,1.000000

2.590552,1.142525,1.000000

1.803227,0.263444,1.000000

2.123256,0.988057,1.000000

0.922083,1.268204,0.000000

1.958325,3.495003,0.000000

2.970987,4.331365,0.000000

5.179295,2.869807,1.000000

1.334557,3.835397,0.000000

3.838145,3.879266,0.000000

4.120419,3.499206,1.000000

5.880057,5.007683,1.000000

6.414575,6.681333,0.000000

6.711548,6.229347,1.000000

6.335151,7.209702,0.000000

5.736919,6.242788,0.000000

6.017745,3.805576,1.000000

1.800522,4.379478,0.000000

3.506586,3.857525,0.000000

5.037689,2.352838,1.000000

2.591633,3.771653,0.000000

4.928778,2.181849,1.000000

4.785004,1.564309,1.000000

5.531755,1.618883,1.000000

7.936688,1.463721,1.000000

9.568075,1.077749,1.000000

9.574934,1.089354,1.000000

7.174553,0.607996,1.000000

6.036265,0.815404,1.000000

5.779997,0.728619,1.000000

4.106483,1.569941,1.000000

2.497075,0.782153,1.000000

1.444355,1.464710,0.000000

2.846158,0.874794,1.000000

2.333526,0.928336,1.000000

2.212275,2.493718,0.000000

3.134677,3.114538,1.000000

2.711955,3.896095,0.000000

2.691327,4.073426,0.000000

1.742852,1.264813,1.000000

0.982719,2.743623,0.000000

1.174031,3.999624,0.000000

1.809379,2.830535,0.000000

1.226768,1.731625,0.000000

2.323839,2.159753,1.000000

2.900070,1.913730,1.000000

3.988821,2.640628,1.000000

1.964213,2.702556,0.000000

1.888807,1.264573,1.000000

1.592497,2.068322,0.000000

2.521771,2.746607,0.000000

1.436374,2.511059,0.000000

2.044085,3.303670,0.000000

2.305507,1.320120,1.000000

2.781003,3.343401,0.000000

2.632255,1.621607,1.000000

1.330635,1.800841,0.000000

2.709990,0.954720,1.000000

3.503139,1.324282,1.000000

4.396091,1.841724,1.000000

2.586537,1.331324,1.000000

3.767783,1.848291,1.000000

1.348877,3.147295,0.000000

3.028016,3.070713,0.000000

4.869927,2.559412,1.000000

2.985076,3.152240,0.000000

1.686653,2.368301,0.000000

2.222217,1.307800,1.000000

2.882301,0.116947,1.000000

3.337392,1.937770,1.000000

1.862970,3.272789,0.000000

1.038069,2.110371,0.000000

1.505686,1.731985,0.000000

1.736843,2.979803,0.000000

2.573729,2.977047,0.000000

1.753765,1.963740,0.000000

3.043272,2.936210,1.000000

2.457652,3.231184,0.000000

2.766317,1.958970,1.000000

1.784826,2.602825,0.000000

1.011132,3.108083,0.000000

2.277609,3.417066,0.000000

1.477866,2.778362,0.000000

2.607649,0.792463,1.000000

1.911844,0.511901,1.000000

1.467252,1.120973,1.000000

0.911051,2.403666,0.000000

0.712808,2.430681,0.000000

2.251854,0.763285,1.000000

2.489119,0.847373,1.000000

2.365895,2.191517,1.000000

2.921793,0.967805,1.000000

2.773496,2.013967,1.000000

2.621500,2.044685,1.000000

2.735073,1.681533,1.000000

3.528820,4.314670,0.000000

3.179514,3.976669,0.000000

2.100127,2.773046,0.000000

4.639978,1.849457,1.000000

4.180013,1.988874,1.000000

4.392170,2.830417,1.000000

2.166884,1.494564,1.000000

1.984148,3.550719,0.000000

2.574024,2.116018,1.000000

1.910134,3.684419,0.000000

3.945440,1.798326,1.000000

4.044951,2.783992,1.000000

4.782268,4.875296,0.000000

4.571423,5.054114,0.000000

3.891255,4.238679,0.000000

4.964203,2.141435,1.000000

4.703802,4.089742,1.000000

7.302757,5.550179,1.000000

8.437699,6.101136,1.000000

8.786628,7.025644,1.000000

8.189024,9.616766,0.000000

7.908517,8.836990,0.000000

6.315697,4.761623,1.000000

7.313001,4.372147,1.000000

7.903408,7.440476,1.000000

7.306880,10.838867,0.000000

8.297937,10.151706,0.000000

8.938673,4.709723,1.000000

3.845828,7.003390,0.000000

3.356844,5.174220,0.000000

